-4.307552424119706624e-01 -4.464932115690319891e-01 -5.136197947654213003e-01 -5.975914343975994303e-01 -5.876877830169224826e-01
-2.384954603026569475e-01 -2.513192110010924463e-01 -3.237267139538391181e-01 -3.820176255939825016e-01 -3.649407728473881840e-01
-5.985300777394288868e-02 -8.731455092827353215e-02 -1.659410398634136863e-01 -1.835851002731975212e-01 -1.454336555053527824e-01
9.611814171375143712e-02 3.501939581687387587e-02 -3.140338337052137052e-02 1.083244913748851804e-02 7.623882312945290396e-02
2.053192477246522929e-01 1.068597163822798679e-01 9.837876575516227295e-02 2.221107975723932426e-01 2.993245092512907823e-01
2.233464830474147789e-01 1.409920736753732251e-01 2.594568197852633040e-01 4.754513295313357313e-01 4.934653913966408068e-01
1.160061781732452391e-01 2.009986648089357175e-01 5.067382992361965099e-01 7.722835496665030330e-01 5.533273237033815573e-01
-3.189375256218413696e-02 3.879562413480410199e-01 9.021284913616901546e-01 9.853192741868020965e-01 2.898172968241136682e-01
9.052077371866154576e-03 7.962758386557107215e-01 1.382968420667598064e+00 6.797123779447590275e-01 -2.864320969294052999e-01
2.242002115398512574e-01 1.480962907545213758e+00 1.331289102205797104e+00 -5.173750109819170717e-01 -5.081529208523867247e-01
6.784170435498056984e-01 1.921214743747851283e+00 -2.281962009580745798e-01 -1.394988942811332011e+00 -3.438015911573236161e-01
9.866074414979844054e-01 1.294217307812237427e+00 -2.031230746382214125e+00 -5.214801512083395707e-01 -5.339938895551047393e-01
1.087776254906089868e+00 -3.879083260773772968e-01 -2.286057936511311617e+00 3.277379260001210548e-02 5.053613437429662625e-01
5.987662932770775326e-01 -2.069543617324034912e+00 -1.387595118262674676e+00 -1.035234981122740372e+00 8.321042692680848951e-01
8.011919226802671420e-03 -2.337091360967556763e+00 -1.472409551260638223e-02 -8.558858402750542105e-01 6.722760836293282249e-01
-9.130126658255784955e-01 -2.014124791561661354e+00 7.677031929612586347e-02 3.224736943240735232e-01 6.378166953714331511e-01
-1.707338520870709253e+00 -1.390005797402446452e+00 -7.110953904749414134e-01 7.269477990904232856e-01 1.957654867683863986e-01
-1.859819142295809913e+00 -5.921050994718447535e-01 -9.181445309007529865e-01 6.826267387707187773e-01 -1.940864532638296169e-01
-1.663557544614560735e+00 -1.706520517426728112e-01 -4.181737977622493885e-01 7.600858577008605677e-01 -6.363289319308321756e-01
