-4.711402102458601138e-01 -5.500610359687589934e-01 -5.549639817979680201e-01 -4.288208568977259216e-01 -5.181276432702780488e-01
-2.697679780654614334e-01 -3.616182071804499576e-01 -3.382181327763053025e-01 -2.393847142421048346e-01 -3.029782811786851382e-01
-8.944434111466169346e-02 -1.955308265372533161e-01 -1.429286177875231101e-01 -6.897094719023037779e-02 -1.020498924336859792e-01
7.020651737300839801e-02 -5.256919783625958742e-02 3.404802819589044377e-02 9.061393131986927862e-02 8.335610302276226513e-02
2.045721554740059234e-01 6.836298093452401747e-02 1.998185937556408998e-01 2.474141316921507905e-01 2.502300326734036018e-01
3.051681559822111978e-01 1.752058261034357134e-01 3.681814890853315481e-01 4.059016239430595085e-01 3.880969394729463229e-01
3.707970910511150797e-01 2.908761293582178276e-01 5.576926643656967553e-01 5.555474078911047942e-01 4.725865501961106219e-01
4.347271681146359645e-01 4.572022058544070733e-01 7.727488163092041118e-01 6.464876032754505175e-01 4.753192402046821918e-01
5.875535700969799491e-01 7.158923847242624205e-01 9.403014050673716984e-01 5.772538254816328429e-01 4.256229018758020954e-01
9.493475004850375765e-01 1.010331436572869279e+00 8.019911221993993866e-01 3.202443684798961798e-01 4.879933464675620391e-01
1.538795523769039164e+00 8.802475528311568542e-01 1.085378397429665465e-01 1.998506587905932996e-01 8.604240089481618448e-01
1.611119894814929010e+00 -4.276839544545173455e-01 -3.733947616311890649e-01 4.261426693921409603e-01 1.650757289848297393e+00
-4.486512048490878812e-01 -1.501472472321375928e+00 -2.669330452213650173e-01 9.620304516963078534e-01 2.161399908090877897e+00
-2.558742966779343320e+00 -3.159746526457203886e-01 -4.065156807710792464e-01 1.218946067080455498e+00 1.225845578317372064e+00
-2.575537166766042940e+00 -2.217637865808608777e-01 1.006816372033032980e+00 1.165727603132172385e+00 -9.732336282506119929e-01
-1.096986063720044813e+00 -1.490268809175117060e+00 8.340320700000111165e-01 5.113252219653146025e-01 -2.476216773412557970e+00
3.746195238130215488e-01 -6.596003408967862081e-01 7.478630708661027082e-01 -1.335373125716100284e-01 -2.417419956681964965e+00
-1.034622406450328713e-01 6.072007108591086499e-01 4.664694042534573981e-01 -1.216607358354137025e+00 -2.014183982770813675e+00
