-5.450435149902317367e-01 -3.821015291769280231e-01 -4.208133205877542804e-01 -4.972252581250513614e-01 -5.915498657930599036e-01
-3.313440748617134113e-01 -1.821961323990716197e-01 -2.179675441322438678e-01 -3.127879323454533234e-01 -3.851606626196095173e-01
-1.254262461791798011e-01 9.610788958117410380e-03 -4.090465381970399134e-02 -1.623219402839973513e-01 -2.010315517677721819e-01
8.311787757241133334e-02 1.898136753616053718e-01 9.689302487634016137e-02 -4.313881323419231639e-02 -2.748929955964643859e-02
3.046796870874265428e-01 3.404819704099965594e-01 1.759957558289591828e-01 5.613327219505917509e-02 1.568081842313193974e-01
5.329778326444045700e-01 4.128638472603055054e-01 1.860146366795841222e-01 1.692119138077530782e-01 3.845567869376171899e-01
6.969627988125026707e-01 3.291254961550885150e-01 1.693857405166468155e-01 3.576437880332521413e-01 6.880219082575331768e-01
5.867079762922667863e-01 8.457472484433378734e-02 2.503000897437939187e-01 7.017530133169889162e-01 1.025265037494595965e+00
-2.453923714341703019e-02 -5.903336977699926574e-02 5.370836747603726646e-01 1.252645552560071707e+00 1.049697304091745886e+00
-6.570728879936441613e-01 7.862807895863346830e-02 1.128130292597693263e+00 1.654404614657619899e+00 3.971852565798202062e-02
-4.104307871083146542e-01 2.821360080055346775e-01 1.790257623445710600e+00 7.771179061023887336e-01 -1.510274509807130849e+00
-5.943092758686875365e-01 7.299351039553296783e-01 1.776147169885442967e+00 -1.460863152437462009e+00 -1.472031313357496707e+00
-4.071897821589708921e-01 7.747930085165827263e-01 9.368080094175084138e-01 -2.436488886495757455e+00 6.265983875701108818e-02
9.960743350915320926e-01 7.330282141039493604e-01 -5.893494344147039987e-01 -2.232489026307851177e+00 1.331013420084161125e-01
1.243268086110583148e+00 1.736560963561316617e-01 -1.786897863021569055e+00 -1.548517097684390054e+00 -1.095021755528275076e+00
1.008913383076448289e+00 -1.664238443258747591e-01 -1.994411134287318754e+00 -4.857207467485634700e-01 -1.310982669919604549e+00
1.069767326193034274e+00 -7.050186297094057641e-01 -1.750154447506558242e+00 -2.071774556584434542e-03 -4.403554203101832654e-01
8.331023576948387577e-01 -1.491692078789236930e+00 -1.180095568604879963e+00 -2.597477366310146363e-01 3.256677080002404745e-01
2.122548446206190820e-01 -1.849812214705509605e+00 -4.979531254537472584e-01 -2.847771199801885644e-01 6.343551311479926902e-01
-6.678717847948342223e-01 -1.706602003391863631e+00 -3.597807238809321295e-01 1.419393809663920536e-01 7.600892244968661116e-01
